ORIGIN_CITY_MARKET_ID,ORIGIN_CITY_NAME,DEST_CITY_MARKET_ID,DEST_CITY_NAME,LineNUM
30189,"Colorado Springs, CO",30325,"Denver, CO",123
30189,"Colorado Springs, CO",30194,"Dallas/Fort Worth, TX",124
30189,"Colorado Springs, CO",30928,"Wichita, KS",125
30325,"Denver, CO",30721,"Boston, MA",126
30325,"Denver, CO",32575,"Los Angeles, CA",127
30325,"Denver, CO",32600,"Little Rock, AR",128
31454,"Orlando, FL",30325,"Denver, CO",129
30977,"Chicago, IL",30189,"Colorado Springs, CO",130
34492,"Raleigh/Durham, NC",30325,"Denver, CO",131
32457,"San Francisco, CA",30325,"Denver, CO",132
34614,"Salt Lake City, UT",30189,"Colorado Springs, CO",133
30325,"Denver, CO",32575,"Los Angeles, CA",134
30325,"Denver, CO",31650,"Minneapolis, MN",135
30325,"Denver, CO",31650,"Minneapolis, MN",136
30325,"Denver, CO",34614,"Salt Lake City, UT",137
31295,"Detroit, MI",30325,"Denver, CO",138
31650,"Minneapolis, MN",30325,"Denver, CO",139
31650,"Minneapolis, MN",30325,"Denver, CO",140
30325,"Denver, CO",34653,"Tulsa, OK",141
31986,"Grand Rapids, MI",30325,"Denver, CO",142
31097,"Cody, WY",30325,"Denver, CO",143
30189,"Colorado Springs, CO",32600,"Little Rock, AR",144
30189,"Colorado Springs, CO",33486,"Missoula, MT",145
30189,"Colorado Springs, CO",30436,"Tucson, AZ",146
31122,"Casper, WY",30325,"Denver, CO",147
30852,"Washington, DC",30189,"Colorado Springs, CO",148
30325,"Denver, CO",30140,"Albuquerque, NM",149
30325,"Denver, CO",30397,"Atlanta, GA",150
30325,"Denver, CO",30423,"Austin, TX",151
30325,"Denver, CO",31003,"Cedar Rapids/Iowa City, IA",152
30325,"Denver, CO",31097,"Cody, WY",153
30325,"Denver, CO",31122,"Casper, WY",154
30325,"Denver, CO",30194,"Dallas/Fort Worth, TX",155
30325,"Denver, CO",31986,"Grand Rapids, MI",156
30325,"Denver, CO",31453,"Houston, TX",157
30325,"Denver, CO",32441,"Jackson, WY",158
30325,"Denver, CO",32600,"Little Rock, AR",159
30325,"Denver, CO",33264,"Medford, OR",160
30325,"Denver, CO",33316,"Omaha, NE",161
30325,"Denver, CO",30977,"Chicago, IL",162
30325,"Denver, CO",34489,"Bend/Redmond, OR",163
30325,"Denver, CO",33570,"San Diego, CA",164
30325,"Denver, CO",33044,"Louisville, KY",165
30325,"Denver, CO",32457,"San Francisco, CA",166
30325,"Denver, CO",32457,"San Francisco, CA",167
30325,"Denver, CO",32575,"Santa Ana, CA",168
30325,"Denver, CO",35041,"Sun Valley/Hailey/Ketchum, ID",169
30194,"Dallas/Fort Worth, TX",30189,"Colorado Springs, CO",170
31921,"Grand Junction, CO",32575,"Los Angeles, CA",171
31453,"Houston, TX",30325,"Denver, CO",172
32441,"Jackson, WY",30325,"Denver, CO",173
32888,"Laramie, WY",30325,"Denver, CO",174
32575,"Los Angeles, CA",30325,"Denver, CO",175
32600,"Little Rock, AR",30325,"Denver, CO",176
33264,"Medford, OR",30325,"Denver, CO",177
33486,"Missoula, MT",30189,"Colorado Springs, CO",178
30977,"Chicago, IL",30325,"Denver, CO",179
34057,"Portland, OR",30325,"Denver, CO",180
34252,"Pasco/Kennewick/Richland, WA",31921,"Grand Junction, CO",181
33570,"San Diego, CA",30325,"Denver, CO",182
33214,"San Antonio, TX",30325,"Denver, CO",183
34794,"St. George, UT",30189,"Colorado Springs, CO",184
33192,"Sacramento, CA",30325,"Denver, CO",185
32575,"Santa Ana, CA",30325,"Denver, CO",186
30140,"Albuquerque, NM",30325,"Denver, CO",187
30529,"Hartford, CT",30325,"Denver, CO",188
30721,"Boston, MA",30325,"Denver, CO",189
30849,"Bozeman, MT",30325,"Denver, CO",190
30325,"Denver, CO",30140,"Albuquerque, NM",191
30325,"Denver, CO",30620,"Billings, MT",192
30325,"Denver, CO",30721,"Boston, MA",193
30325,"Denver, CO",30849,"Bozeman, MT",194
30325,"Denver, CO",33105,"Cincinnati, OH",195
30325,"Denver, CO",31295,"Detroit, MI",196
30325,"Denver, CO",32467,"Fort Lauderdale, FL",197
30325,"Denver, CO",30852,"Washington, DC",198
30325,"Denver, CO",31453,"Houston, TX",199
30325,"Denver, CO",32211,"Las Vegas, NV",200
30325,"Denver, CO",33198,"Kansas City, MO",201
30325,"Denver, CO",31454,"Orlando, FL",202
30325,"Denver, CO",30977,"Chicago, IL",203
30325,"Denver, CO",34100,"Philadelphia, PA",204
30325,"Denver, CO",34262,"Palm Springs, CA",205
30325,"Denver, CO",34524,"Richmond, VA",206
30325,"Denver, CO",34570,"Reno, NV",207
30325,"Denver, CO",34614,"Salt Lake City, UT",208
30325,"Denver, CO",31123,"St. Louis, MO",209
30325,"Denver, CO",31123,"St. Louis, MO",210
30325,"Denver, CO",34653,"Tulsa, OK",211
30852,"Washington, DC",30325,"Denver, CO",212
31453,"Houston, TX",30325,"Denver, CO",213
31453,"Houston, TX",30325,"Denver, CO",214
33198,"Kansas City, MO",30325,"Denver, CO",215
31454,"Orlando, FL",30325,"Denver, CO",216
34262,"Palm Springs, CA",30325,"Denver, CO",217
34262,"Palm Springs, CA",30325,"Denver, CO",218
34524,"Richmond, VA",30325,"Denver, CO",219
34570,"Reno, NV",30325,"Denver, CO",220
33214,"San Antonio, TX",30325,"Denver, CO",221
34689,"Santa Barbara, CA",30325,"Denver, CO",222
32457,"San Francisco, CA",30325,"Denver, CO",223
32457,"San Francisco, CA",30325,"Denver, CO",224
32575,"Santa Ana, CA",30325,"Denver, CO",225
31123,"St. Louis, MO",30325,"Denver, CO",226
31123,"St. Louis, MO",30325,"Denver, CO",227
34653,"Tulsa, OK",30325,"Denver, CO",228
30994,"Charleston, SC",30325,"Denver, CO",229
30647,"Cleveland, OH",30325,"Denver, CO",230
30325,"Denver, CO",30140,"Albuquerque, NM",231
30325,"Denver, CO",30713,"Boise, ID",232
30325,"Denver, CO",31295,"Detroit, MI",233
30325,"Denver, CO",31986,"Grand Rapids, MI",234
30325,"Denver, CO",33342,"Milwaukee, WI",235
30325,"Denver, CO",34057,"Portland, OR",236
30325,"Denver, CO",34100,"Philadelphia, PA",237
30325,"Denver, CO",34570,"Reno, NV",238
30325,"Denver, CO",31714,"Fort Myers, FL",239
30325,"Denver, CO",34653,"Tulsa, OK",240
31295,"Detroit, MI",30325,"Denver, CO",241
31986,"Grand Rapids, MI",30325,"Denver, CO",242
33495,"New Orleans, LA",30325,"Denver, CO",243
30198,"Pittsburgh, PA",30325,"Denver, CO",244
34570,"Reno, NV",30325,"Denver, CO",245
31714,"Fort Myers, FL",30325,"Denver, CO",246
33192,"Sacramento, CA",30325,"Denver, CO",247
30397,"Atlanta, GA",30325,"Denver, CO",248
30189,"Colorado Springs, CO",30325,"Denver, CO",249
30325,"Denver, CO",30647,"Cleveland, OH",250
30325,"Denver, CO",30189,"Colorado Springs, CO",251
30325,"Denver, CO",31423,"Des Moines, IA",252
30325,"Denver, CO",30928,"Wichita, KS",253
30325,"Denver, CO",33316,"Omaha, NE",254
30325,"Denver, CO",34614,"Salt Lake City, UT",255
30928,"Wichita, KS",30325,"Denver, CO",256
33044,"Louisville, KY",30325,"Denver, CO",257
34653,"Tulsa, OK",30325,"Denver, CO",258
33105,"Cincinnati, OH",30325,"Denver, CO",259
30325,"Denver, CO",31066,"Columbus, OH",260
30325,"Denver, CO",31295,"Detroit, MI",261
30325,"Denver, CO",31453,"Houston, TX",262
30325,"Denver, CO",32337,"Indianapolis, IN",263
30325,"Denver, CO",31454,"Orlando, FL",264
30325,"Denver, CO",31454,"Orlando, FL",265
30325,"Denver, CO",33486,"Missoula, MT",266
30325,"Denver, CO",30977,"Chicago, IL",267
30325,"Denver, CO",30977,"Chicago, IL",268
30325,"Denver, CO",30466,"Phoenix, AZ",269
30325,"Denver, CO",31123,"St. Louis, MO",270
30325,"Denver, CO",35412,"Knoxville, TN",271
31295,"Detroit, MI",30325,"Denver, CO",272
30852,"Washington, DC",30325,"Denver, CO",273
31453,"Houston, TX",30325,"Denver, CO",274
32337,"Indianapolis, IN",30325,"Denver, CO",275
31454,"Orlando, FL",30325,"Denver, CO",276
33486,"Missoula, MT",30325,"Denver, CO",277
30977,"Chicago, IL",30325,"Denver, CO",278
30466,"Phoenix, AZ",30325,"Denver, CO",279
31123,"St. Louis, MO",30325,"Denver, CO",280
33195,"Tampa, FL",30325,"Denver, CO",281
35412,"Knoxville, TN",30325,"Denver, CO",282
30325,"Denver, CO",30194,"Dallas/Fort Worth, TX",283
30325,"Denver, CO",32337,"Indianapolis, IN",284
30325,"Denver, CO",33198,"Kansas City, MO",285
30325,"Denver, CO",33495,"New Orleans, LA",286
30325,"Denver, CO",34614,"Salt Lake City, UT",287
30325,"Denver, CO",30436,"Tucson, AZ",288
31921,"Grand Junction, CO",34614,"Salt Lake City, UT",289
32337,"Indianapolis, IN",30325,"Denver, CO",290
33198,"Kansas City, MO",30325,"Denver, CO",291
33244,"Memphis, TN",31921,"Grand Junction, CO",292
32457,"Oakland, CA",30325,"Denver, CO",293
30325,"Denver, CO",31295,"Detroit, MI",294
31453,"Houston, TX",30325,"Denver, CO",295
33502,"Montrose/Delta, CO",32891,"Lawton/Fort Sill, OK",296
30325,"Denver, CO",30285,"Durango, CO",297
30285,"Durango, CO",30325,"Denver, CO",298
31986,"Grand Rapids, MI",30325,"Denver, CO",299
30194,"Dallas/Fort Worth, TX",33502,"Montrose/Delta, CO",300
33502,"Montrose/Delta, CO",30194,"Dallas/Fort Worth, TX",301
30325,"Denver, CO",34877,"Salina, KS",302
34877,"Salina, KS",30325,"Denver, CO",303
30189,"Colorado Springs, CO",31123,"St. Louis, MO",304
30325,"Denver, CO",30189,"Colorado Springs, CO",305
31453,"Houston, TX",30325,"Denver, CO",306
31453,"Houston, TX",32012,"Gunnison, CO",307
30325,"Denver, CO",30559,"Seattle, WA",308
30325,"Denver, CO",32211,"Las Vegas, NV",309
30325,"Denver, CO",33044,"Louisville, KY",310
34614,"Salt Lake City, UT",30325,"Denver, CO",311
34614,"Salt Lake City, UT",30325,"Denver, CO",312
30325,"Denver, CO",34057,"Portland, OR",313
32575,"Los Angeles, CA",30325,"Denver, CO",314
34100,"Philadelphia, PA",30325,"Denver, CO",315
30325,"Denver, CO",31650,"Minneapolis, MN",316
30325,"Denver, CO",31650,"Minneapolis, MN",317
34614,"Salt Lake City, UT",30325,"Denver, CO",318
30325,"Denver, CO",31986,"Grand Rapids, MI",319
31423,"Des Moines, IA",30325,"Denver, CO",320
30189,"Colorado Springs, CO",30325,"Denver, CO",321
30325,"Denver, CO",30189,"Colorado Springs, CO",322
30325,"Denver, CO",31921,"Grand Junction, CO",323
30325,"Denver, CO",31895,"Great Falls, MT",324
30325,"Denver, CO",34057,"Portland, OR",325
30325,"Denver, CO",33214,"San Antonio, TX",326
31638,"Fresno, CA",30189,"Colorado Springs, CO",327
31921,"Grand Junction, CO",30372,"Aspen, CO",328
31921,"Grand Junction, CO",30325,"Denver, CO",329
31921,"Grand Junction, CO",30194,"Dallas/Fort Worth, TX",330
31895,"Great Falls, MT",30325,"Denver, CO",331
30977,"Chicago, IL",31921,"Grand Junction, CO",332
33570,"San Diego, CA",30325,"Denver, CO",333
31834,"Fayetteville, AR",30325,"Denver, CO",334
30397,"Atlanta, GA",30325,"Denver, CO",335
33105,"Cincinnati, OH",30325,"Denver, CO",336
30852,"Washington, DC",30325,"Denver, CO",337
30325,"Denver, CO",30397,"Atlanta, GA",338
30325,"Denver, CO",30721,"Boston, MA",339
30325,"Denver, CO",30852,"Washington, DC",340
30325,"Denver, CO",31884,"Spokane, WA",341
30325,"Denver, CO",30928,"Wichita, KS",342
30325,"Denver, CO",34492,"Raleigh/Durham, NC",343
30325,"Denver, CO",34689,"Santa Barbara, CA",344
30325,"Denver, CO",33195,"Tampa, FL",345
30325,"Denver, CO",30436,"Tucson, AZ",346
31603,"Eugene, OR",30325,"Denver, CO",347
31703,"Newark, NJ",30325,"Denver, CO",348
31884,"Spokane, WA",30325,"Denver, CO",349
31986,"Grand Rapids, MI",30325,"Denver, CO",350
30928,"Wichita, KS",30325,"Denver, CO",351
32211,"Las Vegas, NV",30325,"Denver, CO",352
33195,"Tampa, FL",30325,"Denver, CO",353
30436,"Tucson, AZ",30325,"Denver, CO",354
30713,"Boise, ID",30325,"Denver, CO",355
30325,"Denver, CO",30140,"Albuquerque, NM",356
30325,"Denver, CO",30852,"Baltimore, MD",357
30325,"Denver, CO",30994,"Charleston, SC",358
30325,"Denver, CO",31066,"Columbus, OH",359
30325,"Denver, CO",31884,"Spokane, WA",360
30325,"Denver, CO",33044,"Louisville, KY",361
30325,"Denver, CO",34614,"Salt Lake City, UT",362
31884,"Spokane, WA",30325,"Denver, CO",363
34057,"Portland, OR",30325,"Denver, CO",364
33570,"San Diego, CA",30325,"Denver, CO",365
30559,"Seattle, WA",30325,"Denver, CO",366
32457,"San Jose, CA",30325,"Denver, CO",367
31066,"Columbus, OH",30325,"Denver, CO",368
30325,"Denver, CO",30599,"Birmingham, AL",369
30325,"Denver, CO",31066,"Columbus, OH",370
30325,"Denver, CO",31650,"Minneapolis, MN",371
30325,"Denver, CO",34653,"Tulsa, OK",372
33851,"Oklahoma City, OK",30325,"Denver, CO",373
30325,"Denver, CO",33485,"Madison, WI",374
30325,"Denver, CO",31650,"Minneapolis, MN",375
30325,"Denver, CO",34492,"Raleigh/Durham, NC",376
30325,"Denver, CO",33214,"San Antonio, TX",377
33485,"Madison, WI",30325,"Denver, CO",378
34492,"Raleigh/Durham, NC",30325,"Denver, CO",379
33214,"San Antonio, TX",30325,"Denver, CO",380
30325,"Denver, CO",30620,"Billings, MT",381
30325,"Denver, CO",30615,"El Paso, TX",382
33105,"Cincinnati, OH",30325,"Denver, CO",383
30325,"Denver, CO",33105,"Cincinnati, OH",384
30325,"Denver, CO",34614,"Salt Lake City, UT",385
30194,"Dallas/Fort Worth, TX",30325,"Denver, CO",386
30849,"Bozeman, MT",30325,"Denver, CO",387
30325,"Denver, CO",30849,"Bozeman, MT",388
30325,"Denver, CO",31650,"Minneapolis, MN",389
30325,"Denver, CO",33044,"Louisville, KY",390
33367,"Moline, IL",30325,"Denver, CO",391
33044,"Louisville, KY",30325,"Denver, CO",392
30140,"Albuquerque, NM",30325,"Denver, CO",393
30279,"Amarillo, TX",30325,"Denver, CO",394
30849,"Bozeman, MT",30325,"Denver, CO",395
30325,"Denver, CO",30279,"Amarillo, TX",396
30325,"Denver, CO",30849,"Bozeman, MT",397
30325,"Denver, CO",33105,"Cincinnati, OH",398
30325,"Denver, CO",31267,"Dayton, OH",399
30325,"Denver, CO",31986,"Grand Rapids, MI",400
30325,"Denver, CO",32896,"Lubbock, TX",401
30325,"Denver, CO",33502,"Montrose/Delta, CO",402
30325,"Denver, CO",32575,"Ontario, CA",403
30325,"Denver, CO",30466,"Phoenix, AZ",404
30325,"Denver, CO",34262,"Palm Springs, CA",405
30325,"Denver, CO",34489,"Bend/Redmond, OR",406
30325,"Denver, CO",33214,"San Antonio, TX",407
30325,"Denver, CO",34653,"Tulsa, OK",408
31423,"Des Moines, IA",30325,"Denver, CO",409
32575,"Los Angeles, CA",31921,"Grand Junction, CO",410
32896,"Lubbock, TX",30325,"Denver, CO",411
33502,"Montrose/Delta, CO",30325,"Denver, CO",412
32575,"Ontario, CA",30325,"Denver, CO",413
30466,"Phoenix, AZ",30325,"Denver, CO",414
34457,"Rapid City, SD",30325,"Denver, CO",415
32575,"Burbank, CA",30325,"Denver, CO",416
30852,"Baltimore, MD",30325,"Denver, CO",417
31057,"Charlotte, NC",30325,"Denver, CO",418
30325,"Denver, CO",30397,"Atlanta, GA",419
30325,"Denver, CO",31703,"Newark, NJ",420
30325,"Denver, CO",33198,"Kansas City, MO",421
30325,"Denver, CO",34262,"Palm Springs, CA",422
33851,"Oklahoma City, OK",30325,"Denver, CO",423
30977,"Chicago, IL",30325,"Denver, CO",424
34262,"Palm Springs, CA",30325,"Denver, CO",425
34492,"Raleigh/Durham, NC",30325,"Denver, CO",426
30140,"Albuquerque, NM",30325,"Denver, CO",427
30257,"Albany, NY",30325,"Denver, CO",428
30397,"Atlanta, GA",30325,"Denver, CO",429
30529,"Hartford, CT",30325,"Denver, CO",430
30325,"Denver, CO",30994,"Charleston, SC",431
30325,"Denver, CO",32337,"Indianapolis, IN",432
30325,"Denver, CO",32575,"Long Beach, CA",433
30325,"Denver, CO",33198,"Kansas City, MO",434
30325,"Denver, CO",33495,"New Orleans, LA",435
30325,"Denver, CO",33495,"New Orleans, LA",436
30325,"Denver, CO",33316,"Omaha, NE",437
30325,"Denver, CO",32575,"Ontario, CA",438
30325,"Denver, CO",33667,"Norfolk, VA",439
30325,"Denver, CO",33214,"San Antonio, TX",440
30325,"Denver, CO",30559,"Seattle, WA",441
30325,"Denver, CO",32457,"San Jose, CA",442
30325,"Denver, CO",33192,"Sacramento, CA",443
30325,"Denver, CO",30436,"Tucson, AZ",444
32337,"Indianapolis, IN",30325,"Denver, CO",445
32575,"Long Beach, CA",30325,"Denver, CO",446
33495,"New Orleans, LA",30325,"Denver, CO",447
33316,"Omaha, NE",30325,"Denver, CO",448
32575,"Ontario, CA",30325,"Denver, CO",449
33667,"Norfolk, VA",30325,"Denver, CO",450
30140,"Albuquerque, NM",30325,"Denver, CO",451
30599,"Birmingham, AL",30325,"Denver, CO",452
30647,"Cleveland, OH",30325,"Denver, CO",453
30325,"Denver, CO",30140,"Albuquerque, NM",454
30325,"Denver, CO",30693,"Nashville, TN",455
30325,"Denver, CO",30615,"El Paso, TX",456
30325,"Denver, CO",33244,"Memphis, TN",457
30325,"Denver, CO",33851,"Oklahoma City, OK",458
30325,"Denver, CO",31834,"Fayetteville, AR",459
30194,"Dallas/Fort Worth, TX",30325,"Denver, CO",460
31423,"Des Moines, IA",30325,"Denver, CO",461
33244,"Memphis, TN",30325,"Denver, CO",462
31650,"Minneapolis, MN",30325,"Denver, CO",463
33495,"New Orleans, LA",30325,"Denver, CO",464
33316,"Omaha, NE",30325,"Denver, CO",465
33214,"San Antonio, TX",30325,"Denver, CO",466
31834,"Fayetteville, AR",30325,"Denver, CO",467
31003,"Cedar Rapids/Iowa City, IA",30325,"Denver, CO",468
30325,"Denver, CO",31003,"Cedar Rapids/Iowa City, IA",469
30325,"Denver, CO",32337,"Indianapolis, IN",470
32337,"Indianapolis, IN",30325,"Denver, CO",471
31650,"Minneapolis, MN",30325,"Denver, CO",472
30620,"Billings, MT",30325,"Denver, CO",473
30325,"Denver, CO",30620,"Billings, MT",474
30325,"Denver, CO",34783,"Springfield, MO",475
30325,"Denver, CO",30476,"Shreveport, LA",476
30325,"Denver, CO",30436,"Tucson, AZ",477
33198,"Kansas City, MO",30325,"Denver, CO",478
30476,"Shreveport, LA",30325,"Denver, CO",479
30436,"Tucson, AZ",30325,"Denver, CO",480
30977,"Chicago, IL",30189,"Colorado Springs, CO",481
32575,"Ontario, CA",30325,"Denver, CO",482
31921,"Grand Junction, CO",32575,"Los Angeles, CA",483
32575,"Los Angeles, CA",31921,"Grand Junction, CO",484
30325,"Denver, CO",30194,"Dallas/Fort Worth, TX",485
30194,"Dallas/Fort Worth, TX",30325,"Denver, CO",486
30140,"Albuquerque, NM",30325,"Denver, CO",487
30325,"Denver, CO",30140,"Albuquerque, NM",488
30325,"Denver, CO",30194,"Dallas/Fort Worth, TX",489
30194,"Dallas/Fort Worth, TX",30325,"Denver, CO",490
30325,"Denver, CO",31884,"Spokane, WA",491
30325,"Denver, CO",33486,"Missoula, MT",492
30325,"Denver, CO",31650,"Minneapolis, MN",493
30325,"Denver, CO",34783,"Springfield, MO",494
30285,"Durango, CO",32575,"Los Angeles, CA",495
31884,"Spokane, WA",30325,"Denver, CO",496
32575,"Los Angeles, CA",30285,"Durango, CO",497
33198,"Kansas City, MO",30325,"Denver, CO",498
33486,"Missoula, MT",30325,"Denver, CO",499
31650,"Minneapolis, MN",30325,"Denver, CO",500
33316,"Omaha, NE",30325,"Denver, CO",501
34783,"Springfield, MO",30325,"Denver, CO",502
30397,"Atlanta, GA",30325,"Denver, CO",503
30849,"Bozeman, MT",30325,"Denver, CO",504
31003,"Cedar Rapids/Iowa City, IA",30325,"Denver, CO",505
31066,"Columbus, OH",30325,"Denver, CO",506
31066,"Columbus, OH",30325,"Denver, CO",507
33105,"Cincinnati, OH",30325,"Denver, CO",508
30325,"Denver, CO",30713,"Boise, ID",509
30325,"Denver, CO",30849,"Bozeman, MT",510
30325,"Denver, CO",31057,"Charlotte, NC",511
30325,"Denver, CO",31066,"Columbus, OH",512
30325,"Denver, CO",31066,"Columbus, OH",513
30325,"Denver, CO",31603,"Eugene, OR",514
30325,"Denver, CO",31648,"Kalispell, MT",515
30325,"Denver, CO",32982,"Lihue, HI",516
30325,"Denver, CO",33485,"Madison, WI",517
30325,"Denver, CO",33495,"New Orleans, LA",518
30325,"Denver, CO",34100,"Philadelphia, PA",519
30325,"Denver, CO",34100,"Philadelphia, PA",520
